BoidCount,Frame,FPS,FPS_Avg,FPS_Min,FPS_Max,CPU_Main(ms),DrawCalls,Batches,Triangles,Vertices
10,7682,523.6702,464.7878,0.3036576,548.9487,1.86,21,21,2413,2148
20,15373,526.3728,514.4407,470.5363,542.9204,2.02,31,31,4421,3554
30,22119,456.7437,450.6036,416.4027,475.1675,2.20,41,41,6420,4941
40,28148,423.4315,402.0703,279.6132,447.9041,2.23,51,51,8444,6379
50,33555,282.5513,362.4651,282.5513,426.6934,3.07,61,61,10478,7838
